"Faculty ID","First Name","Last Name",UID,Type,Title,"Journal Title","Month / Season",Year,"Issue Number / Edition",Volume,"Page Number(s) or Number of Pages","Publisher City and State",URL,Publisher,Status,"Series Title","Publisher Country",ISSN,DOI,Term,Year,Description,Authors,"Scholarly Type","Intellectual Contributions:  Review Type","Scholarly Contributions and Creative Productions Type","Contribution Level","Publication Impact Factor","Author Order Number","Number of Co-Authors","Creative Writing","Student/Trainee Author Name(s)","Publication Accompanying Comments",Annotations
328002100,Elaine,Oran,493956,"Journal Article","<span style=""font-size:12pt;"">Quantification of Global Cloud Properties with Use of of Spherical Harmonic Functions, </span><span style=""font-size:medium;""></span>","Earth Space and Science",,2023,e2022EA002718,10,,,,"Earth , Space and Science",Completed/Published,,,,"https://doi. org/10.1029/2022EA002718, 2023.",Spring,2024,,"E Wang (Role:Author); Elaine Oran (Role:Author); Loeb N.G. (Role:Author); Smith, Jr. W.L. (Role:Author); Minnis R (Role:Author)","Not Classified",,,,,,,,,,none
328003502,Sanjay,"Antony Babu",514012,"Journal Article","Aeroponic approach for nondestructive root exudate collection and simulation of variable water stress trialed on cotton (Gossypium hirsutum).","Sci Rep",2025-01-28,2025,1,14,28615-,,,"Springer Nature",Completed/Published,,,,10.1038/s41598-024-79801-5,Spring,2025,,"Heng-An Lin (Role:Author); Harrison R Coker (Role:Author); Sungkyu Park (Role:Author); Scott A Finlayson (Role:Author); Malak M Tfaily (Role:Author); Elek M Nagy (Role:Author); Steve S Hague (Role:Author); Sanjay Antony-Babu (Role:Author); Julie A Howe (Role:Author); A P Smith (Role:Author)",,,,,,,,,,,
328003502,Sanjay,"Antony Babu",500038,"Journal Article","Core hyphosphere microbiota of Fusarium oxysporum f. sp. niveum.","Environ Microbiome",3,2024,1,19,14-,,,"Springer Science and Business Media LLC",Completed/Published,,,,10.1186/s40793-024-00558-5,Spring,2024,,"Vanessa E Thomas (Role:Author); Sanjay Antony-Babu (Role:Author)",,,,,,,,,,,
328003502,Sanjay,"Antony Babu",516032,"Journal Article","Characterization of differences in seed endophytic microbiome in conventional and organic rice by amplicon-based sequencing and culturing methods.","Microbiol Spectr",2025-01-28,2025,,,e0366223-,,,"American Society for Microbiology",Completed/Published,,,,10.1128/spectrum.03662-23,Spring,2025,,"Sabin Khanal (Role:Author); Muhammad Imran (Role:Author); Xin-Gen Zhou (Role:Author); Sanjay Antony-Babu (Role:Author)",,,,,,,,,,,
328003502,Sanjay,"Antony Babu",541690,"Journal Article","The Distinguished Microbiome: Differentiating Microbial Dysbiosis and the Pathobiome of Banana Fusarium Tropical Race 4","Phytobiomes Journal",2025-12-01,2025,4,9,608-619,,,"Scientific Societies",Completed/Published,,,,10.1094/pbiomes-10-24-0097-r,Fall,2025,,"Vanessa E Thomas (Role:Author); Gayan Abeysinghe (Role:Author); Paul K Goetze (Role:Author); Young-Ki Jo (Role:Author); Sanjay Antony-Babu (Role:Author)",,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484929,"Journal Article","DPPA-Ni type complex supported on Metal-Organic Frameworkfor high performance ethylene dimerization","Advanced Science",,,,,,,,,Completed/Published,,,,,Spring,2024,,"Wenmiao Chen; Elumalai Palani; Hind Mamlouk; ??ngel Renter??a-G??mez; Veeranna Yempally; Sharan Shetty; Dharmesh Kumar; Mamoun Al-Rawashdeh; Somil Gupta; Osvaldo Gutierrez; Hong-Cai Zhou; Sherzod Madrahimov",,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484914,"Journal Article",,,,,,,,,,,Completed/Published,,,,,Spring,2024,,,,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484928,"Journal Article","Large-scale shipping of low-carbon fuels and carbon dioxide towards decarbonized energy systems: Perspectives and challenges","International Journal of Hydrogen Energy",,,,,,,,,Completed/Published,,,,,Spring,2024,,"Elizabeth Abraham; Patrick Linke; Ma'moun Al-Rawashdeh; Joseph Rousseau; Gareth Burton; Dhabia Al-Mohannadi",,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484927,"Journal Article","Phosphine-incorporated Metal-Organic Framework for Palladium Catalyzed Heck Coupling Reaction","Chemistry Open",,,,,,,,,Completed/Published,,,,,Spring,2024,,"Wenmiao; Chen; Insha Shaikh; Fatma Ahmed; Sahar Karkoub; Ma'moun Al-Rawashdeh;  Zhou;  Hong-Cai; Sherzod Madrahimov",,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484930,"Journal Article","Effect of Ni/SiO2 Catalyst Preparation Method on Methane Decomposition and CO2 Gasification Cycles",Fuel,,,,,,,,,Completed/Published,,,,,Spring,2024,,"Ahmed Soliman; Roman Tschentscher; Duncan Akporiaye; Ma""moun Al-Rawashdeh",,,,,,,,,,,
328005811,Ma'moun,Al-Rawashdeh,484926,"Journal Article","Guided Experimental Design for Static Nonparametric Modeling","Chemical Engineering Science",,,,,,,,,Completed/Published,,,,,Spring,2024,,"Byanne Malluhi; Radhia Fezai; Costas Kravaris; Hazem Nounou; Ma'moun Al-Rawashdeh; Mohamaed Nounou",,,,,,,,,,,
329007076,Dusty,Nagy,499591,"Journal Article","<span style=""font-size:12px;""><span style=""font-size:10pt;font-style:italic;"">​</span><span style=""font-size:10pt;font-style:italic;""><span>Jennings A, Nagy DW, Washburn KE, Schleining J. Retrospective Study on Umbilical Infection in 115 calves. J Vet Int Med</span></span><span style=""font-size:10pt;"">​</span></span><span style=""font-size:10pt;font-style:italic;""></span><span style=""font-size:10pt;""> </span>",,,,,,,,,,"In Progress",,,,,Fall,2023,,"Dusty Weaver Nagy",,,,,,,,,,,
329007076,Dusty,Nagy,499590,"Journal Article","<span style=""font-size:10pt;"">​</span><span style=""font-size:12px;""><span style=""font-size:10pt;"">​</span><span style=""font-size:10pt;""><span>Savitske B, Milliron S, Lui C, </span></span><span style=""font-size:10pt;font-weight:bold;""><span>Nagy D</span></span><span style=""font-size:10pt;""><span>, Rech R, Thomas, S. Abdominal fat necrosis in three Vietnamese Pot-Bellied Pigs. J Am Vet Med Assoc</span></span><span style=""font-size:10pt;font-style:italic;""><span>.</span></span></span><span style=""font-size:10pt;font-style:italic;""></span><span style=""font-size:10pt;""> </span>",,,,,,,,,,"In Progress",,,,,Fall,2023,,"Dusty Weaver Nagy",,,,,,,,,,,
329007902,Heidi,Craig,439046,"Journal Article","A Rationale of Trans-Inclusive Bibliography","Textual Cultures","Fall ",2023,,,,,,,Accepted,,,,,Fall,2023,,"Heidi Christina Craig (Role:Author); Kris L May (Role:Author); Laura Estill (Role:Author)",,"Blind Peer Reviewed",,Equal,,,2,,,,
329008092,Defne,Over,527957,"Journal Article","<a href=""https://www.cambridge.org/core/journals/law-and-social-inquiry/article/authoritarian-legacies-in-law-and-democratic-backsliding-the-case-of-turkeys-specially-authorized-courts/170E4BF7E97FA6F5081A9D38B624E842"">Authoritarian legacies in law and democratic backsliding: The case of Turkey's specially authorized courts</a>","Law and Social Inquiry",,,,,,,https://www.cambridge.org/core/journals/law-and-social-inquiry/article/authoritarian-legacies-in-law-and-democratic-backsliding-the-case-of-turkeys-specially-authorized-courts/170E4BF7E97FA6F5081A9D38B624E842,,Completed/Published,,,,,Fall,2025,"<p><span>This article examines the connections between existing democratic deficits in law and contemporary democratic backsliding processes. To undermine the democratic process, present-day autocrats employ various legal strategies, including enacting new legal institutions (such as constitutional amendments or key statutory reforms) or manipulating existing ones. Focusing on a legal legacy of military rule in Turkey, the Specially Authorized Courts, this study argues that in consolidating power, autocrats also capitalize on pre-existing authoritarian zones within legal systems. In Turkey’s case, the AKP government has leveraged the exceptional procedures of Specially Authorized Courts to silence adversaries while simultaneously framing its reforms to the structure of these courts and the trials held at these courts as efforts to democratize the country and eradicate authoritarian legacies. As a result, the AKP masked its repressive actions behind a narrative of democratization in the early stages of Turkey’s democratic regression. Overall, the article presents both the coercive and legitimating uses of pre-existing “zones of authoritarianism” in law in contemporary processes of democratic backsliding. In doing this, it highlights how aspiring autocrats exploit the histories embedded in legal institutions to obscure their repressive actions.</span></p>","Defne Over (Role:Author)",,,,Sole,,,,,,,
329008092,Defne,Over,527956,"Journal Article","<span style=""font-size:11pt;"">Effective Communication Strategies During the COVID-19 Pandemic</span><span style=""font-size:medium;""></span>","PLOS One",,,,,,,,,Completed/Published,,,,,Spring,2025,"<p>The COVID-19 pandemic highlighted the crucial role of vaccines in controlling the</p>
<p>virus. Despite their effectiveness, however, vaccine hesitancy remained a challenge,</p>
<p>particularly within certain population groups. This multi-disciplinary study investigates</p>
<p>the diverse socio-demographic factors influencing COVID-19 vaccination decisions in</p>
<p>the United States. Through a nationally representative survey of 5,240 people, the</p>
<p>research explores the interplay of information sources, religious beliefs, political party,</p>
<p>and demographic characteristics of respondents. Our findings reveal associations of</p>
<p>main sources of information with vaccination likelihood, with the Centers for Disease</p>
<p>Control and Prevention demonstrating the highest association with full vaccination.</p>
<p>Religious beliefs are significant determinants, with Evangelical Protestants exhibiting</p>
<p>the lowest vaccination rates. We also highlight the intricate relationship between</p>
<p>political leanings and vaccination behavior, emphasizing higher levels of vaccination</p>
<p>among Democrats. Demographic variables, including age, education, gender, and</p>
<p>race/ethnicity, also play pivotal roles, exposing disparities in vaccination access and</p>
<p>decisions. In particular, older individuals and those with higher levels of education</p>
<p>show a greater inclination to achieve full vaccination, while women and African</p>
<p>Americans are less likely to attain complete vaccination. Lastly, while major ethnoracial</p>
<p>groups seem to respond to different sources of information similarly, there are also</p>
<p>nuanced differences, such as Asians being especially likely to be fully vaccinated if</p>
<p>they depend on the CDC or other health sources while more disadvantaged groups</p>
<p>seem less responsive to these sources. Overall, this research provides a</p>
<p>comprehensive analysis of the nuanced factors shaping vaccination behavior. It</p>
<p>contributes valuable knowledge to public health strategies, emphasizing the need for</p>
<p>targeted communication campaigns tailored to diverse communities.</p>","Defne Over; Emilce Santana; Ernesto F. L. Amaral; Chaitanya Lakkimsetti; Anna Estelle Kelley; Dulce Espinoza",,,,,,,,,,,
329008092,Defne,Over,527956,"Journal Article","<span style=""font-size:11pt;"">Effective Communication Strategies During the COVID-19 Pandemic</span><span style=""font-size:medium;""></span>","PLOS One",,,,,,,,,"Revise & Resubmit",,,,,Spring,2025,"<p>The COVID-19 pandemic highlighted the crucial role of vaccines in controlling the</p>
<p>virus. Despite their effectiveness, however, vaccine hesitancy remained a challenge,</p>
<p>particularly within certain population groups. This multi-disciplinary study investigates</p>
<p>the diverse socio-demographic factors influencing COVID-19 vaccination decisions in</p>
<p>the United States. Through a nationally representative survey of 5,240 people, the</p>
<p>research explores the interplay of information sources, religious beliefs, political party,</p>
<p>and demographic characteristics of respondents. Our findings reveal associations of</p>
<p>main sources of information with vaccination likelihood, with the Centers for Disease</p>
<p>Control and Prevention demonstrating the highest association with full vaccination.</p>
<p>Religious beliefs are significant determinants, with Evangelical Protestants exhibiting</p>
<p>the lowest vaccination rates. We also highlight the intricate relationship between</p>
<p>political leanings and vaccination behavior, emphasizing higher levels of vaccination</p>
<p>among Democrats. Demographic variables, including age, education, gender, and</p>
<p>race/ethnicity, also play pivotal roles, exposing disparities in vaccination access and</p>
<p>decisions. In particular, older individuals and those with higher levels of education</p>
<p>show a greater inclination to achieve full vaccination, while women and African</p>
<p>Americans are less likely to attain complete vaccination. Lastly, while major ethnoracial</p>
<p>groups seem to respond to different sources of information similarly, there are also</p>
<p>nuanced differences, such as Asians being especially likely to be fully vaccinated if</p>
<p>they depend on the CDC or other health sources while more disadvantaged groups</p>
<p>seem less responsive to these sources. Overall, this research provides a</p>
<p>comprehensive analysis of the nuanced factors shaping vaccination behavior. It</p>
<p>contributes valuable knowledge to public health strategies, emphasizing the need for</p>
<p>targeted communication campaigns tailored to diverse communities.</p>","Defne Over; Emilce Santana; Ernesto F. L. Amaral; Chaitanya Lakkimsetti; Anna Estelle Kelley; Dulce Espinoza",,,,,,,,,,,
329008092,Defne,Over,558906,"Journal Article","A comprehensive analysis of COVID-19 vaccination behavior: The influence of religion, information sources, political leanings, and demographic factors.","PLoS One",1,2025,5,20,e0323815-e0323815,,,"Public Library of Science (PLoS)",Completed/Published,,,,10.1371/journal.pone.0323815,Spring,2025,,"Defne Over (Role:Author); Emilce Santana (Role:Author); Ernesto F Amaral (Role:Author); Chaitanya Lakkimsetti (Role:Author); Anna E Kelley (Role:Author); Dulce A Espinoza (Role:Author)",,,,,,,,,,,
329008092,Defne,Over,528180,"Journal Article","<span style=""font-size:11pt;"">Effective Communication Strategies During the COVID-19 Pandemic</span><span style=""font-size:medium;""></span>","PLOS One",,2025,,,,,,,Completed/Published,,,,,Spring,2025,"<p>The COVID-19 pandemic highlighted the crucial role of vaccines in controlling the</p>
<p>virus. Despite their effectiveness, however, vaccine hesitancy remained a challenge,</p>
<p>particularly within certain population groups. This multi-disciplinary study investigates</p>
<p>the diverse socio-demographic factors influencing COVID-19 vaccination decisions in</p>
<p>the United States. Through a nationally representative survey of 5,240 people, the</p>
<p>research explores the interplay of information sources, religious beliefs, political party,</p>
<p>and demographic characteristics of respondents. Our findings reveal associations of</p>
<p>main sources of information with vaccination likelihood, with the Centers for Disease</p>
<p>Control and Prevention demonstrating the highest association with full vaccination.</p>
<p>Religious beliefs are significant determinants, with Evangelical Protestants exhibiting</p>
<p>the lowest vaccination rates. We also highlight the intricate relationship between</p>
<p>political leanings and vaccination behavior, emphasizing higher levels of vaccination</p>
<p>among Democrats. Demographic variables, including age, education, gender, and</p>
<p>race/ethnicity, also play pivotal roles, exposing disparities in vaccination access and</p>
<p>decisions. In particular, older individuals and those with higher levels of education</p>
<p>show a greater inclination to achieve full vaccination, while women and African</p>
<p>Americans are less likely to attain complete vaccination. Lastly, while major ethnoracial</p>
<p>groups seem to respond to different sources of information similarly, there are also</p>
<p>nuanced differences, such as Asians being especially likely to be fully vaccinated if</p>
<p>they depend on the CDC or other health sources while more disadvantaged groups</p>
<p>seem less responsive to these sources. Overall, this research provides a</p>
<p>comprehensive analysis of the nuanced factors shaping vaccination behavior. It</p>
<p>contributes valuable knowledge to public health strategies, emphasizing the need for</p>
<p>targeted communication campaigns tailored to diverse communities.</p>","Defne Over; Emilce Santana; Ernesto F. L. Amaral; Chaitanya Lakkimsetti; Anna Estelle Kelley; Dulce Espinoza",,,,,,,,,,,
329008092,Defne,Over,528180,"Journal Article","<span style=""font-size:11pt;"">Effective Communication Strategies During the COVID-19 Pandemic</span><span style=""font-size:medium;""></span>","PLOS One",,2025,,,,,,,"Revise & Resubmit",,,,,Spring,2025,"<p>The COVID-19 pandemic highlighted the crucial role of vaccines in controlling the</p>
<p>virus. Despite their effectiveness, however, vaccine hesitancy remained a challenge,</p>
<p>particularly within certain population groups. This multi-disciplinary study investigates</p>
<p>the diverse socio-demographic factors influencing COVID-19 vaccination decisions in</p>
<p>the United States. Through a nationally representative survey of 5,240 people, the</p>
<p>research explores the interplay of information sources, religious beliefs, political party,</p>
<p>and demographic characteristics of respondents. Our findings reveal associations of</p>
<p>main sources of information with vaccination likelihood, with the Centers for Disease</p>
<p>Control and Prevention demonstrating the highest association with full vaccination.</p>
<p>Religious beliefs are significant determinants, with Evangelical Protestants exhibiting</p>
<p>the lowest vaccination rates. We also highlight the intricate relationship between</p>
<p>political leanings and vaccination behavior, emphasizing higher levels of vaccination</p>
<p>among Democrats. Demographic variables, including age, education, gender, and</p>
<p>race/ethnicity, also play pivotal roles, exposing disparities in vaccination access and</p>
<p>decisions. In particular, older individuals and those with higher levels of education</p>
<p>show a greater inclination to achieve full vaccination, while women and African</p>
<p>Americans are less likely to attain complete vaccination. Lastly, while major ethnoracial</p>
<p>groups seem to respond to different sources of information similarly, there are also</p>
<p>nuanced differences, such as Asians being especially likely to be fully vaccinated if</p>
<p>they depend on the CDC or other health sources while more disadvantaged groups</p>
<p>seem less responsive to these sources. Overall, this research provides a</p>
<p>comprehensive analysis of the nuanced factors shaping vaccination behavior. It</p>
<p>contributes valuable knowledge to public health strategies, emphasizing the need for</p>
<p>targeted communication campaigns tailored to diverse communities.</p>","Defne Over; Emilce Santana; Ernesto F. L. Amaral; Chaitanya Lakkimsetti; Anna Estelle Kelley; Dulce Espinoza",,,,,,,,,,,
329008126,Taehyun,Roh,523759,"Journal Article","Vaping Behavior and Intention to Quit among Undergraduate Students in a Hispanic-Serving University","Journal of Community Health",,2024,5,49,820-828,,,,Completed/Published,,,,,Summer,2024,"The surge in electronic nicotine delivery systems (ENDS) usage, particularly among young adults, poses significant public health concerns. This study aimed to identify predictors of e-cigarette use, quit attempts, and frequency among undergraduate students in a Hispanic-serving university in Texas. A cross-sectional study was conducted between August 1 and October 26, 2023, recruiting undergraduate students through the Sona system, an online experiment management platform. Participants completed an online survey that covered demographics, educational status, vaping status, initiation age, reasons for first and current e-cigarette use, frequency of past usage, intentions to quit, and quit attempt frequency. Statistical analysis included descriptive statistics, multinomial logistic regression, and multivariable linear regression. Among 316 participants, 33.9% reported current e-cigarette use. Junior and senior students, as well as prior tobacco users, were more likely to be current vapers. Prior vaping experience was more prevalent among Hispanic individuals and those with a history of tobacco use. Notably, 74.3% of current users attempted to quit in the past year, with a higher frequency of quit attempts among females, Hispanic students, and those with vaping acquaintances. However, the vaping behavior and quit attempt patterns were similar across other categories. This study highlights how various factors influence e-cigarette use among college students. It suggests that prevention and quitting programs should consider the specific needs of different groups. Future studies will continue to look at different student groups to find the most effective ways to help them quit vaping.","Taehyun Roh; Sherecce Fields; Ruchi Sahu; Nusrat Fahmida Trisha; Genny Carrillo",,"Blind Peer Reviewed","Peer Reviewed Publication",,3.9,1,,,"Ruchi Sahu, Nusrat Fahmida Trisha",,
329008126,Taehyun,Roh,553403,"Journal Article","<p>Community-engaged science along the U.S.–Mexico border: Methodologies for community participation in environmental research</p>","Progress in Community Health Partnerships: Research, Education, and Action",,,,,,,,,Submitted,,,,,Summer,2025,,"Garett T Sansom (Role:Author); Lindsay C Sansom (Role:Author); Taehyun Roh (Role:Author); Galen D Newman (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,523767,"Journal Article","<p><span style=""font-size:12pt;"">Indoor hydroponic vegetable gardening to improve mental health and quality of life in cancer patients: a pilot study</span></p>","Frontiers in Public Health ",,2025,,13," 1670698",,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2025.1670698/full,Frontiers,Completed/Published,,,,,Fall,2025,,"Taehyun Roh (Role:Author); Ashley L Verzwyvelt (Role:Author); Anisha Aggarwal (Role:Author); Raj Satkunasivam (Role:Author); Nishat Tasnim Hasan (Role:Author); Nusrat Fahmida Trisha (Role:Author); Charlie Hall (Role:Author)",,"Blind Peer Reviewed","Peer Reviewed Publication",," ",1,,,"Anisha Aggarwal, Nishat Tasnim Hasan, Nusrat Fahmida Trisha",,
329008126,Taehyun,Roh,553543,"Journal Article","<p>Trends in type 2 diabetes prevalence and awareness among menopausal women: a 20-year analysis with socio-demographic disparities</p>","Women’s Health ",,,,,,,,,Submitted,,,,,Fall,2025,,"Jeong-Hui Park (Role:Author); Taehyun Roh (Role:Author); Tyler Prochnow (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,523761,"Journal Article","Association between urinary arsenic levels and kidney damage in US adults: NHANES 2007-2018","Journal of Trace Elements in Medicine and Biology",,2024,,86,127559,,,,Completed/Published,,,,,Fall,2024,"Chronic arsenic exposure is known to be associated with various diseases by inducing multiple organ dysfunctions. Despite the high prevalence of kidney diseases in the US and globally, population-level research on the link between inorganic arsenic and kidney damage remains limited. In our study, we assessed the association between urinary arsenic levels and kidney damage among US adults using a multi-marker approach.","Nishat TasniM Hasan; Xiaohui Xu; Daikwon Han; Garett Sansom; Taehyun Roh",,"Blind Peer Reviewed","Peer Reviewed Publication",Corresponding,3.6,,,,"Nishat Tasnim Hasan","Advised & chaired",
329008126,Taehyun,Roh,546202,"Journal Article","<p>Household and Environmental Determinants of Adult Asthma Morbidity in Texas, 20192022</p>",Atmosphere,2026-01-26,2026,1,17,58-58,,,MDPI,Accepted,,,,10.3390/atmos17010058,Fall,2025,,"Alexander Obeng (Role:Author); Taehyun Roh (Role:Author); Alejandro Moreno-Rangel (Role:Author); Genny Carrillo (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,553544,"Journal Article","<p>A longitudinal analysis of type 2 diabetes awareness and its association with preventive health behavior changes among menopausal women</p>","American Journal of Preventive Medicine",,,,,,,,,Submitted,,,,,Fall,2025,,"Jeong-Hui Park (Role:Author); Taehyun Roh (Role:Author); Tyler Prochnow (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,554229,"Journal Article","<p>Association between tobacco smoke exposure and cadmium exposure in the US population: NHANES 2015–2020</p>","Biological Trace Element Research ",,,,,,,,,Submitted,,,,,Fall,2025,,"Taehyun Roh (Role:Author); Nandita Sarker (Role:Author); Nusrat Fahmida Trisha (Role:Author); Nishat Tasnim Hasan (Role:Author); Garett T Sansom (Role:Author)",,,,Corresponding,,,,,,,
329008126,Taehyun,Roh,523760,"Journal Article","Association of arsenic exposure with measles antibody titers in US children: Influence of sex and serum folate levels","Environment International",,2024,,183,108329,,,,Completed/Published,,,,,Spring,2024,"Exposure to arsenic during childhood is associated with various adverse health conditions. However, little is known about the effect of arsenic exposure on vaccine-related humoral immunity in children. We analyzed data from the National Health and Nutrition Examination Survey (2003-2004 and 2009-2010) to study the relationship between urinary arsenic and measles antibody levels in 476 US children aged 6-11. Multivariable linear regression was used to evaluate the association, adjusting for cycle, age, race, body mass index (BMI), serum cotinine, poverty index ratio, and vitamin B12 and selenium intakes. Stratified analyses were conducted by sex and serum folate levels using the median as cutoff (18.7 ng/mL). The measles antibody concentrations in the 3rd and 4th quartiles were found to have significantly decreased by 28.5 % (95 % Confidence Interval (CI) -47.6, -2.28) and 36.8 % (95 % CI -50.2, -19.5), compared to the lowest quartile among boys with serum folate levels lower than 18.7 ng/ml. The serum measles antibody titers significantly decreased by 16.7 % (95 %CI -25.0, -7.61) for each doubling of creatinine-corrected urinary total inorganic arsenic concentrations in the same group. No associations were found in boys with high serum folate levels or in girls. Further prospective studies are needed to validate these findings and develop interventions to protect children from infectious diseases.","Taehyun Roh (Role:Author); Annette K Regan; Natalie M Johnson; Nishat Tasnim Hasan; Nusrat Fahmida Trisha; Anisha Aggarwal; Daikwon Han",,"Blind Peer Reviewed","Peer Reviewed Publication",,10.3,1,,,"Nishat Tasnim Hasan, Nusrat Fahmida Trisha, Anisha Aggarwal",,
329008126,Taehyun,Roh,553401,"Journal Article","<p>Spatial Distribution of Polycyclic Aromatic Hydrocarbons in Soil and Potential Human Health Risks within a Confirmed Cancer Cluster in the Greater Fifth Ward, Houston, Texas</p>","Exposure and health",,2026,2,18,12,,,,Submitted,,,,,Spring,2025,"<p>The study assessed the occurrence, spatial distribution, and potential human health risks of polycyclic aromatic hydrocarbons (PAHs) within the Greater Fifth Ward, a residential area located in Northeast Houston. From July to November 2021, a complete canvas was done within the defined geographic boundary to collect surface soil samples from participants' private yards. Using standard extraction and gas chromatography-mass spectrometry methods, the levels of x PAHs in each sample were quantified and used to calculate pyrogenic indices and evaluate PAH source apportionment. This information was used to calculate cancer risks based on the U.S. Environmental Protection Agency (U.S. EPA) Regional Screening Levels (RSLs) for residential soils. Of the 103 soil samples, at least 1 of the 16 EPA priority pollutant PAHs were detected in each sample. The total concentration of the 7 carcinogenic PAHs ranged from 9.9 to 40,290 ng/g (mean = 402 ng/g, standard deviation = 28,490). The RSLs showed that 7 of the 103 soil samples exceeded the U.S. EPA's most conservative screening levels of 1.0 × 10 and had values within the target range for remedial actions, however, only one of those sites was considered actionable. Findings from this study highlight the need for site-specific risk assessments in environmental justice communities with known legacy contaminants. The current PAH concentrations are likely lower than historical values due to remediation in nearby areas, as well as PAH volatilization, photooxidation, and microbial degradation. Additional research is needed to explore remediation strategies and direct links to human health.</p>","Leanne S Fawkes; Thomas J McDonald; Weihsueh A Chiu; Taehyun Roh; Terry L Wade; Garett T Sansom",,,,,,,,,,,
329008126,Taehyun,Roh,553542,"Journal Article","<p>Association of soil arsenic levels with suicide risk in the United States: a spatial regression analysis</p>","Journal of Hazardous Materials Advances",,,,,,,,,Submitted,,,,,Summer,2025,,"Jared Datzman (Role:Author); Taehyun Roh (Role:Author)",,,,Corresponding,,,,,,,
329008126,Taehyun,Roh,552013,"Journal Article","<p>Human health risk assessment of heavy metals in residential soil-Houston, Texas.</p>","J Expo Sci Environ Epidemiol",,2025,5,35,725-729,,https://www.nature.com/articles/s41370-024-00713-7,"Springer Nature",Completed/Published,,,,10.1038/s41370-024-00713-7,Fall,2025,,"Leanne S Fawkes (Role:Author); Weihsueh A Chiu (Role:Author); Taehyun Roh (Role:Author); Thomas J McDonald (Role:Author); Garett T Sansom (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,511239,"Journal Article","<p>Human health risk assessment of heavy metals in residential soil-Houston, Texas</p>","Journal of Exposure Science & Environmental Epidemiology",,2025,,,,,,,Completed/Published,,,,,Fall,2025,"<p>Human health risk assessment increasingly recognizes the need to integrate participatory-based research, geospatial analysis, and environmental epidemiology, particularly to address contamination concerns in underserved and disadvantaged communities. Here, we demonstrate the combined application of such methods within the Greater Fifth Ward neighborhood in Northeast Houston. In particular, in tandem with community members, we collected soil samples from 193 residential sites using a complete canvassing method from July to November 2021 to characterize contaminant concentrations, focusing on heavy metals and metalloids As, Ba, Cd, Cr, Pb, Se, Ag, and Hg measured using Inductively Coupled Plasma-Mass Spectrometry. Individual heavy metals as well as cumulative cancer and non-cancer risks were calculated for children and adults using the USEPA Regional Soil Screening Levels and benchmarks for specific land uses, such as crop growing. Soils from most sites had low or typical background levels expected in urban areas, but samples from several locations had significantly elevated lead levels (>1200 mg/kg) that warrant additional examination. Geospatial analysis suggested clustering of heavy metal contaminants within one geographic area of the neighborhood. This study highlights how participatory research in underserved environmental justice communities can help characterize current conditions as well as establish priorities for future investigation.</p>","Leanne S Fawkes; Weihsueh A Chiu; Taehyun Roh; Thomas J McDonald; Garett T Sansom",,"Blind Peer Reviewed","Peer Reviewed Publication",,,,,,"Leanne Fawkes",,
329008126,Taehyun,Roh,523766,"Journal Article","<p><span style=""font-size:12pt;"">Association of </span><span style=""font-size:12pt;"">arsenic exposure</span><span style=""font-size:12pt;""> with PDGF-BB in </span><span style=""font-size:12pt;"">v</span><span style=""font-size:12pt;"">itro</span><span style=""font-size:12pt;""> and in a South Texas population exposed through drinking water</span></p>","Toxicology and Applied Pharmacology ",,2025,,,,,,,Completed/Published,,,,,Fall,2025,,"Alexandra Svetlik; Nishat Tasnim Hasan; Nusrat Fahmida Trisha; Natalie M Johnson; Taehyun Roh",,"Blind Peer Reviewed","Peer Reviewed Publication",Corresponding,,,,,"Alexandra Svetlik, Nishat Tasnim Hasan, Nusrat Fahmida Trisha ",,
329008126,Taehyun,Roh,553547,"Journal Article","<p>Comparative risk assessment of phthalate diesters (DEHP, DBP) in lactating mothers and breastfed babies by monitoring breast milk, cow’s milk, and infant formula</p>","Journal of Hazardous Materials ",,,,,,,,,Submitted,,,,,Summer,2025,,"Ducksoo Lim (Role:Author); Taehyun Roh (Role:Author); Byung-Mu Lee (Role:Author)",,,,,,,,,,,
329008126,Taehyun,Roh,553545,"Journal Article","<p>Menopause- and type 2 diabetes-related symptom experiences and health behaviors among menopausal women: a Health Belief Model and Social Cognitive Theory approach</p>","BMC Women's Health ",,,,,,,,,Submitted,,,,,Fall,2025,,"Jeong-Hui Park (Role:Author); Taehyun Roh (Role:Author); Tyler Prochnow (Role:Author)",,,,,,,,,,,
